"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"1.1.1.232",1862,"1.2.2.144",53,2,180,1,82,1,98,0.126464,2.0000000000020002e-05,0,0
"1.1.1.245",2367,"1.2.3.57",53,2,180,1,82,1,98,0.036312,3.600000000000131e-05,0,0
"1.1.1.246",46407,"1.2.183.62",53,2,180,1,82,1,98,0.137546,3.800000000001025e-05,0,0
"1.1.1.251",2357,"1.2.3.52",53,2,180,1,82,1,98,0.127415,6.20000000000065e-05,0,0
"1.1.1.252",2395,"1.2.183.58",53,2,180,1,82,1,98,0.115646,4.900000000000737e-05,0,0
"1.1.2.21",47966,"1.2.182.162",53,2,180,1,82,1,98,0.03798,3.700000000000231e-05,0,0
"1.1.2.23",2361,"1.2.183.77",53,2,180,1,82,1,98,0.104169,3.999999999999837e-05,0,0
"1.1.2.43",1893,"1.2.182.198",53,2,180,1,82,1,98,0.100647,3.300000000000525e-05,0,0
"1.1.2.114",48065,"1.2.3.10",53,2,180,1,82,1,98,0.113728,3.500000000000725e-05,0,0
"1.1.2.134",46534,"1.2.183.197",53,2,180,1,82,1,98,0.128033,4.599999999999049e-05,0,0
"1.1.2.142",1985,"1.2.183.23",53,2,180,1,82,1,98,0.136207,5.2999999999997494e-05,0,0
"1.1.2.154",2507,"1.2.183.216",53,2,180,1,82,1,98,0.081807,1.6000000000002124e-05,0,0
"1.1.2.194",46591,"1.2.183.248",53,2,180,1,82,1,98,0.000739,5.600000000000006e-05,0,0
"1.1.2.197",46105,"1.2.3.93",53,2,180,1,82,1,98,0.159531,5.8000000000002494e-05,0,0
"1.1.2.202",46624,"1.2.176.20",53,2,180,1,82,1,98,3e-06,4e-05,0,0
"1.1.2.230",46673,"1.2.176.56",53,2,180,1,82,1,98,0.10925,5.1999999999996493e-05,0,0
"1.1.2.237",2636,"1.2.4.47",53,2,180,1,82,1,98,0.119904,7.000000000000062e-05,0,0
"1.1.2.242",2620,"1.2.176.65",53,2,180,1,82,1,98,0.037153,7.000000000000062e-05,0,0
"1.1.2.242",2590,"1.2.176.19",53,2,180,1,82,1,98,0.085672,7.700000000000762e-05,0,0
"1.1.2.245",46642,"1.2.4.51",53,2,180,1,82,1,98,0.040597,1.6000000000002124e-05,0,0
"1.1.3.7",2672,"1.2.176.76",53,2,180,1,82,1,98,0.122677,4.000000000001225e-05,0,0
"1.1.3.29",2678,"1.2.176.86",53,2,180,1,82,1,98,0.150098,2.8000000000000247e-05,0,0
"1.1.3.33",2692,"1.2.176.126",53,2,180,1,82,1,98,0.154791,2.3999999999996247e-05,0,0
"1.1.3.43",46691,"1.2.4.100",53,2,180,1,82,1,98,0.128618,3.899999999998349e-05,0,0
"1.1.3.46",2704,"1.2.4.111",53,2,180,1,82,1,98,0.083781,7.100000000000162e-05,0,0
"1.1.3.50",2702,"1.2.176.125",53,2,180,1,82,1,98,0.076483,1.9000000000005124e-05,0,0
"1.1.3.55",46734,"1.2.176.102",53,2,180,1,82,1,98,0.081204,4.900000000000737e-05,0,0
"1.1.3.69",2716,"1.2.4.152",53,2,180,1,82,1,98,0.094408,3.899999999999737e-05,0,0
"1.1.3.82",2208,"1.2.183.232",53,2,180,1,82,1,98,0.118004,3.500000000000725e-05,0,0
"1.1.3.91",46775,"1.2.4.186",53,2,180,1,82,1,98,0.160822,2.0000000000020002e-05,0,0
"1.1.3.104",46780,"1.2.4.146",53,2,180,1,82,1,98,0.050571,5.000000000000143e-05,0,0
"1.1.3.109",2745,"1.2.176.145",53,2,180,1,82,1,98,0.06478,5.1999999999996493e-05,0,0
"1.1.3.114",2227,"1.2.4.10",53,2,180,1,82,1,98,0.135132,4.899999999999349e-05,0,0
"1.1.3.126",46291,"1.2.4.26",53,2,180,1,82,1,98,0.069874,4.399999999998849e-05,0,0
"1.1.3.134",46279,"1.2.4.29",53,2,180,1,82,1,98,0.130841,3.099999999997549e-05,0,0
"1.1.3.141",46834,"1.2.4.237",53,2,180,1,82,1,98,0.042367,2.3999999999996247e-05,0,0
"1.1.3.142",46836,"1.2.4.205",53,2,180,1,82,1,98,0.084034,3.799999999999637e-05,0,0
"1.1.3.147",2797,"1.2.4.217",53,2,180,1,82,1,98,0.149093,3.899999999998349e-05,0,0
"1.1.3.153",46822,"1.2.176.215",53,2,180,1,82,1,98,0.077962,4.899999999999349e-05,0,0
"1.1.3.189",46838,"1.2.4.249",53,2,180,1,82,1,98,0.106514,4.500000000000337e-05,0,0
"1.1.3.193",2800,"1.2.5.1",53,2,180,1,82,1,98,0.006515,2.599999999999998e-05,0,0
"1.1.3.194",2818,"1.2.4.248",53,2,180,1,82,1,98,0.035014,4.999999999999449e-05,0,0
"1.1.3.199",2837,"1.2.5.0",53,2,180,1,82,1,98,0.097834,3.299999999999137e-05,0,0
"1.1.3.206",2809,"1.2.177.12",53,2,180,1,82,1,98,0.056265,1.7999999999997185e-05,0,0
"1.1.3.206",2333,"1.2.176.100",53,2,180,1,82,1,98,0.096756,2.2000000000008124e-05,0,0
"1.1.3.215",2835,"1.2.4.255",53,2,180,1,82,1,98,0.11478,4.500000000000337e-05,0,0
"1.1.3.218",46874,"1.2.5.22",53,2,180,1,82,1,98,0.106723,6.499999999999562e-05,0,0
"1.1.3.249",46941,"1.2.5.73",53,2,180,1,82,1,98,0.12243,5.100000000000937e-05,0,0
"1.1.4.4",2886,"1.2.5.61",53,2,180,1,82,1,98,0.042455,7.300000000000362e-05,0,0
"1.1.4.13",2965,"1.2.177.99",53,2,180,1,82,1,98,0.104812,5.7000000000001494e-05,0,0
"1.1.4.20",2399,"1.2.4.176",53,2,180,1,82,1,98,0.038973,2.8000000000000247e-05,0,0
"1.1.4.21",46943,"1.2.5.81",53,2,180,1,82,1,98,0.046809,3.099999999999631e-05,0,0
"1.1.4.59",2434,"1.2.4.197",53,2,180,1,82,1,98,0.053207,0.00010399999999999993,0,0
"1.1.4.62",2917,"1.2.5.106",53,2,180,1,82,1,98,0.047921,4.900000000000043e-05,0,0
"1.1.4.67",46985,"1.2.177.144",53,2,180,1,82,1,98,0.000793,2.9000000000000054e-05,0,0
"1.1.4.72",2975,"1.2.177.145",53,2,180,1,82,1,98,0.106931,2.8000000000000247e-05,0,0
"1.1.4.76",46479,"1.2.176.224",53,2,180,1,82,1,98,0.138295,2.1999999999994246e-05,0,0
"1.1.4.92",47046,"1.2.177.164",53,2,180,1,82,1,98,0.084944,2.5999999999998247e-05,0,0
"1.1.4.92",3028,"1.2.177.186",53,2,180,1,82,1,98,0.12197,2.0000000000006124e-05,0,0
"1.1.4.93",2473,"1.2.177.11",53,2,180,1,82,1,98,0.12152,3.799999999999637e-05,0,0
"1.1.4.96",2946,"1.2.5.153",53,2,180,1,82,1,98,0.050669,1.5000000000001124e-05,0,0
"1.1.4.117",47039,"1.2.5.182",53,2,180,1,82,1,98,0.144915,3.100000000000325e-05,0,0
"1.1.4.117",47039,"1.2.177.180",53,2,180,1,82,1,98,0.149528,4.100000000001325e-05,0,0
"1.1.4.143",3071,"1.2.177.225",53,2,180,1,82,1,98,0.07573,6.199999999999262e-05,0,0
"1.1.4.154",47057,"1.2.5.219",53,2,180,1,82,1,98,0.122077,1.4000000000000123e-05,0,0
"1.1.4.171",47099,"1.2.177.239",53,2,180,1,82,1,98,0.064924,5.000000000000837e-05,0,0
"1.1.4.178",3055,"1.2.177.233",53,2,180,1,82,1,98,0.016881,6.0999999999998555e-05,0,0
"1.1.4.183",2536,"1.2.5.75",53,2,180,1,82,1,98,0.035926,4.099999999999937e-05,0,0
"1.1.4.184",47077,"1.2.177.238",53,2,180,1,82,1,98,0.107107,2.2000000000008124e-05,0,0
"1.1.4.199",3115,"1.2.178.1",53,2,180,1,82,1,98,0.04111,2.9000000000001247e-05,0,0
"1.1.4.213",49225,"1.2.6.53",53,2,180,1,82,1,98,0.06429,4.200000000000037e-05,0,0
"1.1.4.216",3115,"1.2.6.29",53,2,180,1,82,1,98,0.135225,1.3999999999986246e-05,0,0
"1.1.4.231",3117,"1.2.178.30",53,2,180,1,82,1,98,0.084462,3.100000000000325e-05,0,0
"1.1.4.232",2587,"1.2.177.126",53,2,180,1,82,1,98,0.061457,5.4999999999999494e-05,0,0
"1.1.4.248",49211,"1.2.178.60",53,2,180,1,82,1,98,0.164083,3.500000000000725e-05,0,0
"1.1.4.252",3132,"1.2.178.69",53,2,180,1,82,1,98,0.06594,4.099999999999937e-05,0,0
"1.1.5.0",2614,"1.2.5.152",53,2,180,1,82,1,98,0.110787,3.600000000000825e-05,0,0
"1.1.5.9",2617,"1.2.177.157",53,2,180,1,82,1,98,0.098679,6.699999999999762e-05,0,0
"1.1.5.19",46713,"1.2.177.185",53,2,180,1,82,1,98,0.093929,2.6999999999999247e-05,0,0
"1.1.5.20",3141,"1.2.6.60",53,2,180,1,82,1,98,0.021151,1.8000000000000654e-05,0,0
"1.1.5.31",49251,"1.2.178.92",53,2,180,1,82,1,98,0.14091,5.099999999999549e-05,0,0
"1.1.5.32",46694,"1.2.177.171",53,2,180,1,82,1,98,0.050393,1.4000000000000123e-05,0,0
"1.1.5.35",2649,"1.2.5.173",53,2,180,1,82,1,98,0.041519,2.5999999999998247e-05,0,0
"1.1.5.35",49265,"1.2.6.95",53,2,180,1,82,1,98,0.133744,6.0000000000004494e-05,0,0
"1.1.5.36",3194,"1.2.6.88",53,2,180,1,82,1,98,0.102787,5.3999999999998494e-05,0,0
"1.1.5.40",3204,"1.2.178.104",53,2,180,1,82,1,98,0.012688,8.400000000000074e-05,0,0
"1.1.5.40",49274,"1.2.6.112",53,2,180,1,82,1,98,0.065106,1.2999999999999123e-05,0,0
"1.1.5.49",49271,"1.2.178.131",53,2,180,1,82,1,98,0.115279,5.1999999999996493e-05,0,0
"1.1.5.68",3263,"1.2.6.148",53,2,180,1,82,1,98,0.007294,2.199999999999945e-05,0,0
"1.1.5.71",3204,"1.2.6.131",53,2,180,1,82,1,98,0.135965,3.900000000001125e-05,0,0
"1.1.5.90",49331,"1.2.178.172",53,2,180,1,82,1,98,0.123524,3.200000000000425e-05,0,0
"1.1.5.96",3227,"1.2.6.160",53,2,180,1,82,1,98,0.105532,3.599999999999437e-05,0,0
"1.1.5.104",2760,"1.2.5.242",53,2,180,1,82,1,98,0.024366,3.200000000000078e-05,0,0
"1.1.5.125",46814,"1.2.178.19",53,2,180,1,82,1,98,0.083309,6.20000000000065e-05,0,0
"1.1.5.137",3278,"1.2.6.195",53,2,180,1,82,1,98,0.101893,4.500000000000337e-05,0,0
"1.1.5.137",49363,"1.2.6.199",53,2,180,1,82,1,98,0.144137,2.6000000000026002e-05,0,0
"1.1.5.146",49336,"1.2.178.186",53,2,180,1,82,1,98,0.160516,5.3999999999998494e-05,0,0
"1.1.5.158",3312,"1.2.178.211",53,2,180,1,82,1,98,0.067959,2.5999999999998247e-05,0,0
"1.1.5.161",3304,"1.2.178.218",53,2,180,1,82,1,98,0.029389,3.200000000000078e-05,0,0
"1.1.5.165",3345,"1.2.6.231",53,2,180,1,82,1,98,0.134817,3.900000000001125e-05,0,0
"1.1.5.167",3290,"1.2.178.222",53,2,180,1,82,1,98,0.031749,7.100000000000162e-05,0,0
"1.1.5.176",49402,"1.2.178.224",53,2,180,1,82,1,98,0.117653,2.2000000000008124e-05,0,0
"1.1.5.177",3331,"1.2.7.15",53,2,180,1,82,1,98,0.083479,2.6999999999999247e-05,0,0
"1.1.5.181",49367,"1.2.6.226",53,2,180,1,82,1,98,0.069091,2.1000000000007124e-05,0,0
"1.1.5.188",3311,"1.2.6.246",53,2,180,1,82,1,98,0.016086,1.5000000000001124e-05,0,0
"1.1.5.199",49435,"1.2.7.8",53,2,180,1,82,1,98,0.148487,4.799999999999249e-05,0,0
"1.1.5.207",49477,"1.2.7.30",53,2,180,1,82,1,98,0.145099,3.799999999998249e-05,0,0
"1.1.5.216",49466,"1.2.179.22",53,2,180,1,82,1,98,0.061522,1.0999999999997123e-05,0,0
"1.1.5.222",49438,"1.2.7.24",53,2,180,1,82,1,98,8.7e-05,1.5999999999999996e-05,0,0
"1.1.5.253",3410,"1.2.179.54",53,2,180,1,82,1,98,0.067088,3.999999999999837e-05,0,0
"1.1.6.4",49497,"1.2.7.73",53,2,180,1,82,1,98,0.08873,6.599999999999662e-05,0,0
"1.1.6.8",3413,"1.2.179.81",53,2,180,1,82,1,98,0.107132,2.8000000000000247e-05,0,0
"1.1.6.22",49499,"1.2.179.74",53,2,180,1,82,1,98,0.135803,1.6999999999989246e-05,0,0
"1.1.6.26",3438,"1.2.179.95",53,2,180,1,82,1,98,0.152065,3.899999999998349e-05,0,0
"1.1.6.32",9374,"1.2.30.117",53,2,180,1,82,1,98,0.011509,7.500000000000041e-05,0,0
"1.1.6.33",2908,"1.2.6.190",53,2,180,1,82,1,98,0.129517,4.000000000001225e-05,0,0
"1.1.6.36",3465,"1.2.7.117",53,2,180,1,82,1,98,0.025892,2.9000000000001247e-05,0,0
"1.1.6.42",3440,"1.2.179.111",53,2,180,1,82,1,98,0.153568,7.899999999999574e-05,0,0
"1.1.6.43",3430,"1.2.179.94",53,2,180,1,82,1,98,0.029663,7.300000000000015e-05,0,0
"1.1.6.73",3442,"1.2.7.140",53,2,180,1,82,1,98,0.049562,6.0999999999998555e-05,0,0
"1.1.6.82",49564,"1.2.179.138",53,2,180,1,82,1,98,0.119623,7.200000000000262e-05,0,0
"1.1.6.90",49579,"1.2.179.164",53,2,180,1,82,1,98,0.084366,2.9000000000001247e-05,0,0
"1.1.6.95",3502,"1.2.7.160",53,2,180,1,82,1,98,0.13667,3.099999999997549e-05,0,0
"1.1.6.105",3504,"1.2.179.144",53,2,180,1,82,1,98,0.148507,4.299999999998749e-05,0,0
"1.1.6.125",3519,"1.2.179.200",53,2,180,1,82,1,98,0.144293,3.999999999998449e-05,0,0
"1.1.6.128",47054,"1.2.7.23",53,2,180,1,82,1,98,0.004719,2.2999999999999583e-05,0,0
"1.1.6.136",3557,"1.2.7.193",53,2,180,1,82,1,98,0.060988,4.200000000000037e-05,0,0
"1.1.6.181",47082,"1.2.179.75",53,2,180,1,82,1,98,0.024208,5.6000000000000494e-05,0,0
"1.1.6.190",49171,"1.2.179.84",53,2,180,1,82,1,98,0.159112,2.5999999999998247e-05,0,0
"1.1.6.198",49663,"1.2.179.254",53,2,180,1,82,1,98,0.09109,5.7000000000001494e-05,0,0
"1.1.6.213",3629,"1.2.188.36",53,2,180,1,82,1,98,0.127241,1.8000000000018e-05,0,0
"1.1.6.239",49796,"1.2.188.99",53,2,180,1,82,1,98,0.012516,1.1999999999999858e-05,0,0
"1.1.6.243",3124,"1.2.179.139",53,2,180,1,82,1,98,0.116608,3.599999999999437e-05,0,0
"1.1.6.244",49722,"1.2.8.50",53,2,180,1,82,1,98,0.004634,3.300000000000004e-05,0,0
"1.1.6.245",3127,"1.2.7.127",53,2,180,1,82,1,98,0.013952,3.799999999999984e-05,0,0
"1.1.7.13",49702,"1.2.8.44",53,2,180,1,82,1,98,0.071086,2.2000000000008124e-05,0,0
"1.1.7.23",3681,"1.2.188.81",53,2,180,1,82,1,98,0.028744,3.400000000000278e-05,0,0
"1.1.7.55",49768,"1.2.8.106",53,2,180,1,82,1,98,0.004052,4.200000000000037e-05,0,0
"1.1.7.61",3764,"1.2.8.128",53,2,180,1,82,1,98,0.044842,3.399999999999931e-05,0,0
"1.1.7.78",49829,"1.2.188.165",53,2,180,1,82,1,98,0.073216,3.399999999999237e-05,0,0
"1.1.7.82",49805,"1.2.188.149",53,2,180,1,82,1,98,0.114568,3.100000000000325e-05,0,0
"1.1.7.108",3217,"1.2.7.246",53,2,180,1,82,1,98,0.107487,4.500000000000337e-05,0,0
"1.1.7.116",49811,"1.2.8.150",53,2,180,1,82,1,98,0.124085,4.300000000000137e-05,0,0
"1.1.7.117",3786,"1.2.8.172",53,2,180,1,82,1,98,0.118434,2.2000000000008124e-05,0,0
"1.1.7.141",3823,"1.2.188.207",53,2,180,1,82,1,98,0.019283,2.6999999999999247e-05,0,0
"1.1.7.152",49881,"1.2.188.205",53,2,180,1,82,1,98,0.055394,5.000000000000143e-05,0,0
"1.1.7.152",3833,"1.2.188.210",53,2,180,1,82,1,98,0.105433,1.8000000000004124e-05,0,0
"1.1.7.159",49922,"1.2.188.248",53,2,180,1,82,1,98,0.066213,3.200000000000425e-05,0,0
"1.1.7.184",49922,"1.2.189.0",53,2,180,1,82,1,98,0.107908,3.699999999999537e-05,0,0
"1.1.7.195",3886,"1.2.9.2",53,2,180,1,82,1,98,0.118403,4.300000000000137e-05,0,0
"1.1.7.215",3333,"1.2.188.92",53,2,180,1,82,1,98,0.063326,3.500000000000725e-05,0,0
"1.1.7.220",3861,"1.2.189.27",53,2,180,1,82,1,98,0.094175,5.300000000001137e-05,0,0
"1.1.7.244",3884,"1.2.9.51",53,2,180,1,82,1,98,0.06584,4.800000000000637e-05,0,0
"1.1.7.245",49975,"1.2.189.27",53,2,180,1,82,1,98,0.145274,5.300000000002525e-05,0,0
"1.1.8.2",50024,"1.2.9.80",53,2,180,1,82,1,98,0.145548,4.899999999999349e-05,0,0
"1.1.8.21",49482,"1.2.188.172",53,2,180,1,82,1,98,0.1252,3.400000000000625e-05,0,0
"1.1.8.33",3942,"1.2.9.66",53,2,180,1,82,1,98,0.081292,2.3999999999996247e-05,0,0
"1.1.8.37",3469,"1.2.8.208",53,2,180,1,82,1,98,0.016792,5.9999999999997555e-05,0,0
"1.1.8.51",3958,"1.2.189.102",53,2,180,1,82,1,98,0.084006,1.6000000000002124e-05,0,0
"1.1.8.54",3967,"1.2.189.109",53,2,180,1,82,1,98,0.130596,5.2999999999997494e-05,0,0
"1.1.8.61",3487,"1.2.8.226",53,2,180,1,82,1,98,0.063682,5.4999999999999494e-05,0,0
"1.1.8.66",3989,"1.2.9.143",53,2,180,1,82,1,98,0.059642,1.6000000000002124e-05,0,0
"1.1.8.67",50041,"1.2.9.124",53,2,180,1,82,1,98,0.139357,1.1999999999984245e-05,0,0
"1.1.8.73",50100,"1.2.9.141",53,2,180,1,82,1,98,0.097557,2.2999999999995246e-05,0,0
"1.1.8.83",3985,"1.2.189.153",53,2,180,1,82,1,98,0.089176,1.6999999999989246e-05,0,0
"1.1.8.89",3484,"1.2.188.224",53,2,180,1,82,1,98,0.092522,1.3000000000013001e-05,0,0
"1.1.8.94",50102,"1.2.9.163",53,2,180,1,82,1,98,0.011806,1.4000000000000123e-05,0,0
"1.1.8.94",50138,"1.2.9.177",53,2,180,1,82,1,98,0.11619,4.600000000000437e-05,0,0
"1.1.8.134",50145,"1.2.189.241",53,2,180,1,82,1,98,0.06417,1.8999999999991246e-05,0,0
"1.1.8.139",4067,"1.2.9.224",53,2,180,1,82,1,98,0.109124,5.4999999999999494e-05,0,0
"1.1.8.144",4036,"1.2.9.202",53,2,180,1,82,1,98,0.163925,4.300000000001525e-05,0,0
"1.1.8.146",4045,"1.2.189.201",53,2,180,1,82,1,98,0.066177,4.800000000000637e-05,0,0
"1.1.8.158",50142,"1.2.189.218",53,2,180,1,82,1,98,0.057378,2.4000000000003185e-05,0,0
"1.1.8.173",4043,"1.2.9.211",53,2,180,1,82,1,98,0.135118,1.7000000000017e-05,0,0
"1.1.8.193",48164,"1.2.10.12",53,2,180,1,82,1,98,0.055141,6.300000000000056e-05,0,0
"1.1.8.195",50150,"1.2.9.243",53,2,180,1,82,1,98,0.138972,6.099999999997774e-05,0,0
"1.1.8.210",4091,"1.2.189.248",53,2,180,1,82,1,98,9.4e-05,6.700000000000002e-05,0,0
"1.1.8.223",48147,"1.2.190.23",53,2,180,1,82,1,98,0.149036,5.8000000000002494e-05,0,0
"1.1.8.237",48180,"1.2.10.46",53,2,180,1,82,1,98,0.146359,2.2000000000022002e-05,0,0
"1.1.9.4",48202,"1.2.190.60",53,2,180,1,82,1,98,0.126984,1.6999999999989246e-05,0,0
"1.1.9.35",48220,"1.2.190.89",53,2,180,1,82,1,98,0.071973,2.9000000000001247e-05,0,0
"1.1.9.39",48245,"1.2.10.115",53,2,180,1,82,1,98,0.140918,4.200000000001425e-05,0,0
"1.1.9.68",49831,"1.2.189.218",53,2,180,1,82,1,98,0.010331,4.4000000000000636e-05,0,0
"1.1.9.69",48315,"1.2.10.141",53,2,180,1,82,1,98,0.106844,5.200000000001037e-05,0,0
"1.1.9.78",4275,"1.2.190.164",53,2,180,1,82,1,98,0.084347,1.9999999999992246e-05,0,0
"1.1.9.79",4222,"1.2.10.121",53,2,180,1,82,1,98,0.129969,2.3999999999996247e-05,0,0
"1.1.9.105",49863,"1.2.190.2",53,2,180,1,82,1,98,0.131262,5.8000000000002494e-05,0,0
"1.1.9.107",48285,"1.2.10.159",53,2,180,1,82,1,98,0.039465,3.0000000000002247e-05,0,0
"1.1.9.108",48346,"1.2.10.179",53,2,180,1,82,1,98,0.014837,6.0000000000001025e-05,0,0
"1.1.9.115",48305,"1.2.190.168",53,2,180,1,82,1,98,0.118517,1.4000000000000123e-05,0,0
"1.1.9.124",4294,"1.2.190.180",53,2,180,1,82,1,98,0.00333,4.7999999999999866e-05,0,0
"1.1.9.135",4298,"1.2.10.192",53,2,180,1,82,1,98,0.141379,3.200000000000425e-05,0,0
"1.1.9.136",48356,"1.2.190.213",53,2,180,1,82,1,98,0.021347,2.1999999999997716e-05,0,0
"1.1.9.143",3799,"1.2.190.25",53,2,180,1,82,1,98,0.086528,3.700000000000925e-05,0,0
"1.1.9.149",4292,"1.2.10.208",53,2,180,1,82,1,98,0.130603,5.6000000000000494e-05,0,0
"1.1.9.169",48361,"1.2.10.230",53,2,180,1,82,1,98,0.075484,3.300000000000525e-05,0,0
"1.1.9.170",3805,"1.2.10.50",53,2,180,1,82,1,98,0.00824,1.6999999999999654e-05,0,0
"1.1.9.178",48409,"1.2.190.242",53,2,180,1,82,1,98,0.011932,4.4000000000000636e-05,0,0
"1.1.9.179",49953,"1.2.10.94",53,2,180,1,82,1,98,0.096343,2.5999999999998247e-05,0,0
"1.1.9.184",4355,"1.2.190.252",53,2,180,1,82,1,98,0.045349,8.299999999999974e-05,0,0
"1.1.9.190",4364,"1.2.10.252",53,2,180,1,82,1,98,0.130166,2.0999999999993246e-05,0,0
"1.1.9.195",48409,"1.2.191.10",53,2,180,1,82,1,98,0.04423,5.100000000000243e-05,0,0
"1.1.9.213",3860,"1.2.190.109",53,2,180,1,82,1,98,0.069747,2.0999999999993246e-05,0,0
"1.1.9.218",48346,"1.2.190.240",53,2,180,1,82,1,98,0.070753,1.6000000000002124e-05,0,0
"1.1.9.220",48423,"1.2.191.20",53,2,180,1,82,1,98,0.040516,5.4999999999999494e-05,0,0
