"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"1.1.1.120",46252,"1.2.2.169",53,2,184,1,84,1,100,0.012629,3.799999999999984e-05,0,0
"1.1.1.121",1688,"1.2.1.252",53,2,184,1,84,1,100,0.018107,2.7999999999996777e-05,0,0
"1.1.1.134",1719,"1.2.182.28",53,2,184,1,84,1,100,0.062573,1.6000000000002124e-05,0,0
"1.1.1.156",2264,"1.2.2.220",53,2,184,1,84,1,100,0.03235,2.1000000000000185e-05,0,0
"1.1.1.158",2253,"1.2.182.211",53,2,184,1,84,1,100,0.030551,3.300000000000178e-05,0,0
"1.1.1.163",46320,"1.2.182.220",53,2,184,1,84,1,100,0.006825,3.300000000000004e-05,0,0
"1.1.1.168",46372,"1.2.182.253",53,2,184,1,84,1,100,0.063186,2.1999999999994246e-05,0,0
"1.1.1.197",46337,"1.2.2.250",53,2,184,1,84,1,100,0.01846,3.599999999999784e-05,0,0
"1.1.1.202",47912,"1.2.182.94",53,2,184,1,84,1,100,0.061823,3.399999999999931e-05,0,0
"1.1.1.223",2244,"1.2.182.240",53,2,184,1,84,1,100,0.036468,3.700000000000231e-05,0,0
"1.1.1.224",2280,"1.2.2.250",53,2,184,1,84,1,100,0.030016,4.29999999999979e-05,0,0
"1.1.1.230",46385,"1.2.3.39",53,2,184,1,84,1,100,0.060124,2.0000000000006124e-05,0,0
"1.1.1.234",46349,"1.2.183.30",53,2,184,1,84,1,100,0.044403,2.4000000000003185e-05,0,0
"1.1.1.235",2356,"1.2.183.20",53,2,184,1,84,1,100,0.046913,2.1999999999994246e-05,0,0
"1.1.1.243",46370,"1.2.3.44",53,2,184,1,84,1,100,0.042299,5.1999999999996493e-05,0,0
"1.1.2.7",1847,"1.2.182.156",53,2,184,1,84,1,100,0.063555,5.6000000000000494e-05,0,0
"1.1.2.30",46349,"1.2.183.53",53,2,184,1,84,1,100,0.084427,5.099999999999549e-05,0,0
"1.1.2.32",2425,"1.2.183.103",53,2,184,1,84,1,100,0.037898,6.599999999999662e-05,0,0
"1.1.2.40",46425,"1.2.3.79",53,2,184,1,84,1,100,0.03387,3.200000000000425e-05,0,0
"1.1.2.43",2433,"1.2.3.125",53,2,184,1,84,1,100,0.033216,2.4999999999997247e-05,0,0
"1.1.2.47",46454,"1.2.183.107",53,2,184,1,84,1,100,0.038625,3.899999999999737e-05,0,0
"1.1.2.59",2456,"1.2.183.121",53,2,184,1,84,1,100,0.041229,3.799999999999637e-05,0,0
"1.1.2.62",46462,"1.2.183.126",53,2,184,1,84,1,100,0.04991,2.1999999999994246e-05,0,0
"1.1.2.73",2406,"1.2.183.120",53,2,184,1,84,1,100,0.088193,2.2000000000008124e-05,0,0
"1.1.2.74",1960,"1.2.182.240",53,2,184,1,84,1,100,0.045238,4.200000000000037e-05,0,0
"1.1.2.106",2403,"1.2.183.131",53,2,184,1,84,1,100,0.017124,4.60000000000009e-05,0,0
"1.1.2.114",2425,"1.2.183.167",53,2,184,1,84,1,100,0.068602,3.800000000001025e-05,0,0
"1.1.2.116",1956,"1.2.2.251",53,2,184,1,84,1,100,0.011015,2.1000000000000185e-05,0,0
"1.1.2.128",46587,"1.2.183.204",53,2,184,1,84,1,100,0.068863,1.5000000000001124e-05,0,0
"1.1.2.133",1992,"1.2.3.13",53,2,184,1,84,1,100,0.062489,1.7000000000003124e-05,0,0
"1.1.2.140",2522,"1.2.3.209",53,2,184,1,84,1,100,0.080237,2.6999999999999247e-05,0,0
"1.1.2.171",46583,"1.2.183.222",53,2,184,1,84,1,100,0.060043,1.9999999999999185e-05,0,0
"1.1.2.190",46550,"1.2.183.232",53,2,184,1,84,1,100,0.004041,2.0999999999999318e-05,0,0
"1.1.2.197",2042,"1.2.183.77",53,2,184,1,84,1,100,0.054131,3.700000000000231e-05,0,0
"1.1.2.208",2575,"1.2.4.0",53,2,184,1,84,1,100,0.025871,4.29999999999979e-05,0,0
"1.1.2.222",46603,"1.2.176.20",53,2,184,1,84,1,100,0.015921,5.099999999999896e-05,0,0
"1.1.2.241",2618,"1.2.176.38",53,2,184,1,84,1,100,0.033467,5.8000000000002494e-05,0,0
"1.1.3.5",46654,"1.2.4.62",53,2,184,1,84,1,100,0.090017,7.400000000000462e-05,0,0
"1.1.3.19",46132,"1.2.183.154",53,2,184,1,84,1,100,0.036603,2.1000000000000185e-05,0,0
"1.1.3.31",46686,"1.2.176.63",53,2,184,1,84,1,100,0.067894,1.0999999999997123e-05,0,0
"1.1.3.50",46164,"1.2.3.186",53,2,184,1,84,1,100,0.08769,2.1999999999994246e-05,0,0
"1.1.3.53",46706,"1.2.176.125",53,2,184,1,84,1,100,0.022009,2.6999999999999247e-05,0,0
"1.1.3.60",2658,"1.2.4.87",53,2,184,1,84,1,100,0.039721,1.4000000000000123e-05,0,0
"1.1.3.67",46717,"1.2.4.116",53,2,184,1,84,1,100,0.083853,5.7000000000001494e-05,0,0
"1.1.3.72",46680,"1.2.4.130",53,2,184,1,84,1,100,0.058373,2.9000000000001247e-05,0,0
"1.1.3.86",46768,"1.2.176.158",53,2,184,1,84,1,100,0.039713,1.4000000000000123e-05,0,0
"1.1.3.105",2701,"1.2.4.160",53,2,184,1,84,1,100,0.055386,6.199999999999956e-05,0,0
"1.1.3.122",46721,"1.2.176.178",53,2,184,1,84,1,100,0.082742,2.8000000000000247e-05,0,0
"1.1.3.142",2241,"1.2.176.23",53,2,184,1,84,1,100,0.049425,3.400000000000625e-05,0,0
"1.1.3.183",2747,"1.2.176.213",53,2,184,1,84,1,100,0.060183,3.999999999999837e-05,0,0
"1.1.3.195",46794,"1.2.176.229",53,2,184,1,84,1,100,0.052377,1.2999999999999123e-05,0,0
"1.1.3.198",2841,"1.2.177.4",53,2,184,1,84,1,100,0.030485,1.9999999999999185e-05,0,0
"1.1.3.205",46818,"1.2.176.230",53,2,184,1,84,1,100,0.022645,5.199999999999996e-05,0,0
"1.1.3.215",46345,"1.2.176.106",53,2,184,1,84,1,100,0.012093,5.9000000000000025e-05,0,0
"1.1.3.238",2852,"1.2.177.34",53,2,184,1,84,1,100,0.090657,1.9999999999992246e-05,0,0
"1.1.3.253",46877,"1.2.5.44",53,2,184,1,84,1,100,0.070616,3.0000000000002247e-05,0,0
"1.1.4.28",46929,"1.2.5.86",53,2,184,1,84,1,100,0.026203,3.299999999999831e-05,0,0
"1.1.4.39",2864,"1.2.5.53",53,2,184,1,84,1,100,0.07421,1.7000000000003124e-05,0,0
"1.1.4.63",2490,"1.2.176.214",53,2,184,1,84,1,100,0.028704,4.099999999999937e-05,0,0
"1.1.4.64",46999,"1.2.177.123",53,2,184,1,84,1,100,0.081054,4.799999999999249e-05,0,0
"1.1.4.68",46976,"1.2.5.120",53,2,184,1,84,1,100,0.063841,6.799999999999862e-05,0,0
"1.1.4.71",46980,"1.2.177.116",53,2,184,1,84,1,100,0.062684,4.699999999999149e-05,0,0
"1.1.4.73",46486,"1.2.176.223",53,2,184,1,84,1,100,0.082185,4.800000000000637e-05,0,0
"1.1.4.75",46961,"1.2.177.104",53,2,184,1,84,1,100,0.06526,3.600000000000825e-05,0,0
"1.1.4.76",2411,"1.2.4.211",53,2,184,1,84,1,100,0.011849,2.8000000000000247e-05,0,0
"1.1.4.77",2953,"1.2.5.127",53,2,184,1,84,1,100,0.055901,1.7000000000003124e-05,0,0
"1.1.4.95",3001,"1.2.5.147",53,2,184,1,84,1,100,0.082416,2.2999999999995246e-05,0,0
"1.1.4.96",46996,"1.2.177.159",53,2,184,1,84,1,100,0.009574,5.199999999999996e-05,0,0
"1.1.4.96",46994,"1.2.177.131",53,2,184,1,84,1,100,0.040128,4.500000000000337e-05,0,0
"1.1.4.102",46972,"1.2.5.143",53,2,184,1,84,1,100,0.011438,1.899999999999992e-05,0,0
"1.1.4.106",47025,"1.2.5.158",53,2,184,1,84,1,100,0.067838,2.1000000000007124e-05,0,0
"1.1.4.150",3003,"1.2.177.182",53,2,184,1,84,1,100,0.026417,2.1000000000000185e-05,0,0
"1.1.4.162",3034,"1.2.177.208",53,2,184,1,84,1,100,0.066831,2.0999999999993246e-05,0,0
"1.1.4.166",49153,"1.2.177.245",53,2,184,1,84,1,100,0.001259,2.599999999999998e-05,0,0
"1.1.4.182",3088,"1.2.6.3",53,2,184,1,84,1,100,0.074447,1.6000000000002124e-05,0,0
"1.1.4.188",49164,"1.2.178.9",53,2,184,1,84,1,100,0.020099,3.900000000000084e-05,0,0
"1.1.4.195",3061,"1.2.6.13",53,2,184,1,84,1,100,0.0617,7.700000000000068e-05,0,0
"1.1.4.196",49163,"1.2.6.13",53,2,184,1,84,1,100,0.027626,5.3999999999998494e-05,0,0
"1.1.4.197",3060,"1.2.6.13",53,2,184,1,84,1,100,0.009512,1.4000000000000123e-05,0,0
"1.1.4.212",3061,"1.2.6.6",53,2,184,1,84,1,100,0.037079,3.099999999999631e-05,0,0
"1.1.4.223",49182,"1.2.6.29",53,2,184,1,84,1,100,0.058299,5.7000000000001494e-05,0,0
"1.1.4.227",49170,"1.2.178.16",53,2,184,1,84,1,100,0.068153,4.099999999999937e-05,0,0
"1.1.5.21",3134,"1.2.178.67",53,2,184,1,84,1,100,0.034837,2.3000000000002185e-05,0,0
"1.1.5.33",3195,"1.2.6.90",53,2,184,1,84,1,100,0.020089,1.6000000000002124e-05,0,0
"1.1.5.42",3181,"1.2.6.89",53,2,184,1,84,1,100,0.055215,5.1999999999996493e-05,0,0
"1.1.5.44",49254,"1.2.178.83",53,2,184,1,84,1,100,0.038551,1.4000000000000123e-05,0,0
"1.1.5.54",49311,"1.2.6.135",53,2,184,1,84,1,100,0.088194,2.6000000000012125e-05,0,0
"1.1.5.87",49291,"1.2.178.146",53,2,184,1,84,1,100,0.058889,8.900000000000574e-05,0,0
"1.1.5.89",3224,"1.2.6.146",53,2,184,1,84,1,100,0.073253,1.6000000000002124e-05,0,0
"1.1.5.94",49319,"1.2.6.158",53,2,184,1,84,1,100,0.08106,6.70000000000115e-05,0,0
"1.1.5.113",3255,"1.2.178.179",53,2,184,1,84,1,100,0.024248,4.60000000000009e-05,0,0
"1.1.5.117",49312,"1.2.6.159",53,2,184,1,84,1,100,0.090383,3.399999999999237e-05,0,0
"1.1.5.139",2752,"1.2.178.21",53,2,184,1,84,1,100,0.007458,3.799999999999984e-05,0,0
"1.1.5.139",49355,"1.2.178.214",53,2,184,1,84,1,100,0.027953,4.80000000000029e-05,0,0
"1.1.5.150",49355,"1.2.178.206",53,2,184,1,84,1,100,0.046015,1.8999999999998185e-05,0,0
"1.1.5.152",2745,"1.2.178.31",53,2,184,1,84,1,100,0.075357,1.3000000000013001e-05,0,0
"1.1.5.169",49402,"1.2.6.221",53,2,184,1,84,1,100,0.007789,4.100000000000024e-05,0,0
"1.1.5.171",49373,"1.2.6.240",53,2,184,1,84,1,100,0.042868,7.199999999999568e-05,0,0
"1.1.5.172",3311,"1.2.6.231",53,2,184,1,84,1,100,0.073217,2.4999999999997247e-05,0,0
"1.1.5.173",3303,"1.2.6.229",53,2,184,1,84,1,100,0.043794,2.4000000000003185e-05,0,0
"1.1.5.193",3392,"1.2.179.39",53,2,184,1,84,1,100,0.00235,5.600000000000006e-05,0,0
"1.1.5.199",3349,"1.2.179.21",53,2,184,1,84,1,100,0.01038,1.4999999999999389e-05,0,0
"1.1.5.204",46857,"1.2.6.82",53,2,184,1,84,1,100,0.025144,4.39999999999989e-05,0,0
"1.1.5.204",46843,"1.2.6.90",53,2,184,1,84,1,100,0.069736,2.1999999999994246e-05,0,0
"1.1.5.208",3334,"1.2.178.245",53,2,184,1,84,1,100,0.044471,1.9000000000005124e-05,0,0
"1.1.5.210",49408,"1.2.179.3",53,2,184,1,84,1,100,0.057124,4.599999999999743e-05,0,0
"1.1.5.211",49428,"1.2.7.12",53,2,184,1,84,1,100,0.050054,3.500000000000031e-05,0,0
"1.1.5.213",49409,"1.2.178.251",53,2,184,1,84,1,100,0.091441,1.4000000000000123e-05,0,0
"1.1.5.229",49451,"1.2.179.45",53,2,184,1,84,1,100,0.020461,1.4000000000000123e-05,0,0
"1.1.5.239",49467,"1.2.179.34",53,2,184,1,84,1,100,0.024391,3.799999999999984e-05,0,0
"1.1.5.254",49494,"1.2.179.62",53,2,184,1,84,1,100,0.029099,3.500000000000031e-05,0,0
"1.1.6.3",46926,"1.2.6.150",53,2,184,1,84,1,100,0.084336,1.5000000000001124e-05,0,0
"1.1.6.18",46935,"1.2.6.169",53,2,184,1,84,1,100,0.007503,3.699999999999971e-05,0,0
"1.1.6.25",2887,"1.2.6.173",53,2,184,1,84,1,100,0.037656,2.5999999999998247e-05,0,0
"1.1.6.26",2923,"1.2.178.162",53,2,184,1,84,1,100,0.060185,1.5999999999995185e-05,0,0
"1.1.6.29",3405,"1.2.179.55",53,2,184,1,84,1,100,0.066916,2.3999999999996247e-05,0,0
"1.1.6.46",3445,"1.2.7.98",53,2,184,1,84,1,100,0.056579,3.700000000000231e-05,0,0
"1.1.6.58",3417,"1.2.7.95",53,2,184,1,84,1,100,0.026298,5.9000000000000025e-05,0,0
"1.1.6.64",3506,"1.2.179.145",53,2,184,1,84,1,100,0.075086,2.6999999999999247e-05,0,0
"1.1.6.87",3477,"1.2.179.139",53,2,184,1,84,1,100,0.051973,3.299999999999831e-05,0,0
"1.1.6.87",49543,"1.2.179.150",53,2,184,1,84,1,100,0.053884,6.0999999999998555e-05,0,0
"1.1.6.99",3504,"1.2.179.155",53,2,184,1,84,1,100,0.060679,2.4000000000003185e-05,0,0
"1.1.6.115",3530,"1.2.7.188",53,2,184,1,84,1,100,0.038342,3.299999999999831e-05,0,0
"1.1.6.123",49608,"1.2.179.189",53,2,184,1,84,1,100,0.003138,1.4999999999999823e-05,0,0
"1.1.6.132",49598,"1.2.7.198",53,2,184,1,84,1,100,0.018528,1.2999999999999123e-05,0,0
"1.1.6.133",3519,"1.2.7.182",53,2,184,1,84,1,100,0.042687,7.000000000000062e-05,0,0
"1.1.6.135",3568,"1.2.179.226",53,2,184,1,84,1,100,0.0318,1.7999999999997185e-05,0,0
"1.1.6.136",3513,"1.2.7.187",53,2,184,1,84,1,100,0.040255,1.1999999999998123e-05,0,0
"1.1.6.141",49607,"1.2.7.189",53,2,184,1,84,1,100,0.071926,3.099999999998937e-05,0,0
"1.1.6.144",49605,"1.2.7.209",53,2,184,1,84,1,100,0.073131,1.1999999999998123e-05,0,0
"1.1.6.161",49611,"1.2.7.204",53,2,184,1,84,1,100,0.054731,6.799999999999862e-05,0,0
"1.1.6.170",49618,"1.2.179.227",53,2,184,1,84,1,100,0.061752,5.9999999999997555e-05,0,0
"1.1.6.196",3607,"1.2.8.7",53,2,184,1,84,1,100,0.011918,5.800000000000076e-05,0,0
"1.1.6.216",3574,"1.2.8.14",53,2,184,1,84,1,100,0.029885,3.500000000000031e-05,0,0
"1.1.6.217",49729,"1.2.8.16",53,2,184,1,84,1,100,0.071087,4.600000000000437e-05,0,0
"1.1.6.224",49712,"1.2.8.44",53,2,184,1,84,1,100,0.063116,7.199999999998874e-05,0,0
"1.1.6.226",3589,"1.2.8.16",53,2,184,1,84,1,100,0.009545,2.3999999999999716e-05,0,0
"1.1.6.227",49712,"1.2.8.45",53,2,184,1,84,1,100,0.033394,3.600000000000131e-05,0,0
"1.1.6.237",49221,"1.2.179.128",53,2,184,1,84,1,100,0.0379,2.4999999999997247e-05,0,0
"1.1.6.240",49706,"1.2.188.34",53,2,184,1,84,1,100,0.012637,1.6999999999999654e-05,0,0
"1.1.7.3",3115,"1.2.179.142",53,2,184,1,84,1,100,0.072707,1.9000000000005124e-05,0,0
"1.1.7.11",3665,"1.2.8.67",53,2,184,1,84,1,100,0.055359,2.3000000000002185e-05,0,0
"1.1.7.29",3702,"1.2.8.84",53,2,184,1,84,1,100,0.077692,8.500000000000174e-05,0,0
"1.1.7.34",49771,"1.2.8.88",53,2,184,1,84,1,100,0.076827,1.8999999999991246e-05,0,0
"1.1.7.40",3700,"1.2.188.97",53,2,184,1,84,1,100,0.048577,3.799999999999637e-05,0,0
"1.1.7.44",49739,"1.2.8.97",53,2,184,1,84,1,100,0.029611,4.000000000000184e-05,0,0
"1.1.7.57",49853,"1.2.8.154",53,2,184,1,84,1,100,0.06981,5.100000000000937e-05,0,0
"1.1.7.60",49262,"1.2.7.198",53,2,184,1,84,1,100,0.071307,2.3000000000009124e-05,0,0
"1.1.7.61",3185,"1.2.179.214",53,2,184,1,84,1,100,0.084147,3.500000000000725e-05,0,0
"1.1.7.72",3771,"1.2.8.153",53,2,184,1,84,1,100,0.030046,2.5000000000000716e-05,0,0
"1.1.7.74",3698,"1.2.8.135",53,2,184,1,84,1,100,0.060968,3.699999999999537e-05,0,0
"1.1.7.79",3721,"1.2.188.134",53,2,184,1,84,1,100,0.01834,3.900000000000084e-05,0,0
"1.1.7.81",49841,"1.2.188.163",53,2,184,1,84,1,100,0.079482,2.3999999999996247e-05,0,0
"1.1.7.86",49843,"1.2.8.156",53,2,184,1,84,1,100,0.010139,8.299999999999974e-05,0,0
"1.1.7.91",3714,"1.2.8.135",53,2,184,1,84,1,100,0.007334,3.199999999999991e-05,0,0
"1.1.7.97",3235,"1.2.7.248",53,2,184,1,84,1,100,0.047852,3.999999999999837e-05,0,0
"1.1.7.99",49300,"1.2.179.249",53,2,184,1,84,1,100,0.078901,2.4999999999997247e-05,0,0
"1.1.7.103",49317,"1.2.8.8",53,2,184,1,84,1,100,0.030014,2.3000000000002185e-05,0,0
"1.1.7.117",49816,"1.2.188.171",53,2,184,1,84,1,100,0.089735,1.7000000000003124e-05,0,0
"1.1.7.124",49363,"1.2.188.12",53,2,184,1,84,1,100,0.080872,2.5999999999998247e-05,0,0
"1.1.7.126",3248,"1.2.8.18",53,2,184,1,84,1,100,0.085505,1.7000000000003124e-05,0,0
"1.1.7.138",3795,"1.2.188.189",53,2,184,1,84,1,100,0.067864,5.000000000000837e-05,0,0
"1.1.7.140",49881,"1.2.188.209",53,2,184,1,84,1,100,0.079699,3.299999999999137e-05,0,0
"1.1.7.142",49843,"1.2.188.180",53,2,184,1,84,1,100,0.059563,4.600000000000437e-05,0,0
"1.1.7.144",3795,"1.2.188.193",53,2,184,1,84,1,100,0.090914,1.7000000000003124e-05,0,0
"1.1.7.147",49873,"1.2.8.200",53,2,184,1,84,1,100,0.083223,1.9999999999992246e-05,0,0
"1.1.7.158",3817,"1.2.188.231",53,2,184,1,84,1,100,0.033329,6.400000000000156e-05,0,0
"1.1.7.173",49896,"1.2.8.239",53,2,184,1,84,1,100,0.077809,7.399999999999074e-05,0,0
"1.1.7.180",3824,"1.2.188.249",53,2,184,1,84,1,100,0.03628,2.5999999999998247e-05,0,0
"1.1.7.184",3834,"1.2.188.236",53,2,184,1,84,1,100,0.006492,7.399999999999941e-05,0,0
"1.1.7.188",3336,"1.2.188.83",53,2,184,1,84,1,100,0.025387,5.000000000000143e-05,0,0
"1.1.7.193",49379,"1.2.188.70",53,2,184,1,84,1,100,0.077405,1.2999999999999123e-05,0,0
"1.1.7.197",3847,"1.2.9.8",53,2,184,1,84,1,100,0.089515,3.200000000000425e-05,0,0
"1.1.7.222",49936,"1.2.189.33",53,2,184,1,84,1,100,0.061897,1.4000000000000123e-05,0,0
"1.1.7.228",49916,"1.2.9.27",53,2,184,1,84,1,100,0.08413,3.300000000000525e-05,0,0
"1.1.7.229",49991,"1.2.189.47",53,2,184,1,84,1,100,0.07654,3.700000000000925e-05,0,0
"1.1.7.249",3923,"1.2.189.48",53,2,184,1,84,1,100,0.033611,2.9000000000001247e-05,0,0
"1.1.8.6",50022,"1.2.189.71",53,2,184,1,84,1,100,0.056521,5.000000000000143e-05,0,0
"1.1.8.6",49991,"1.2.9.67",53,2,184,1,84,1,100,0.07117,2.2000000000008124e-05,0,0
"1.1.8.7",49978,"1.2.9.65",53,2,184,1,84,1,100,0.08234,2.0000000000006124e-05,0,0
"1.1.8.13",49485,"1.2.188.163",53,2,184,1,84,1,100,0.051214,3.999999999999837e-05,0,0
"1.1.8.19",49968,"1.2.9.77",53,2,184,1,84,1,100,0.03882,2.3999999999996247e-05,0,0
"1.1.8.21",3938,"1.2.189.91",53,2,184,1,84,1,100,0.041889,8.49999999999948e-05,0,0
"1.1.8.53",3945,"1.2.189.109",53,2,184,1,84,1,100,0.072112,1.8000000000004124e-05,0,0
"1.1.8.75",50082,"1.2.9.142",53,2,184,1,84,1,100,0.082586,4.099999999999937e-05,0,0
"1.1.8.90",3991,"1.2.9.151",53,2,184,1,84,1,100,0.041437,8.59999999999958e-05,0,0
"1.1.8.91",3933,"1.2.189.122",53,2,184,1,84,1,100,0.04243,4.299999999999443e-05,0,0
"1.1.8.96",4014,"1.2.189.192",53,2,184,1,84,1,100,0.026717,2.8999999999997778e-05,0,0
"1.1.8.102",50077,"1.2.9.160",53,2,184,1,84,1,100,0.076707,2.1000000000007124e-05,0,0
"1.1.8.115",50029,"1.2.189.136",53,2,184,1,84,1,100,0.082985,1.6000000000002124e-05,0,0
"1.1.8.126",50130,"1.2.189.193",53,2,184,1,84,1,100,0.058093,3.700000000000231e-05,0,0
"1.1.8.127",50089,"1.2.189.179",53,2,184,1,84,1,100,0.006359,6.700000000000022e-05,0,0
"1.1.8.148",50140,"1.2.9.202",53,2,184,1,84,1,100,0.029426,2.9999999999998778e-05,0,0
"1.1.8.153",49659,"1.2.9.66",53,2,184,1,84,1,100,0.019854,2.5000000000000716e-05,0,0
"1.1.8.166",4093,"1.2.9.244",53,2,184,1,84,1,100,0.057141,1.9999999999999185e-05,0,0
"1.1.8.177",3555,"1.2.189.72",53,2,184,1,84,1,100,0.001107,2.400000000000015e-05,0,0
"1.1.8.202",49696,"1.2.189.93",53,2,184,1,84,1,100,0.019412,3.500000000000031e-05,0,0
"1.1.8.223",49647,"1.2.9.84",53,2,184,1,84,1,100,0.086162,3.699999999999537e-05,0,0
"1.1.8.234",4159,"1.2.10.58",53,2,184,1,84,1,100,0.037717,2.5999999999998247e-05,0,0
"1.1.8.238",4128,"1.2.10.32",53,2,184,1,84,1,100,0.081092,2.3999999999996247e-05,0,0
"1.1.8.251",4106,"1.2.10.36",53,2,184,1,84,1,100,0.086799,4.700000000000537e-05,0,0
"1.1.9.4",4131,"1.2.190.36",53,2,184,1,84,1,100,0.037375,3.900000000000431e-05,0,0
"1.1.9.7",4205,"1.2.10.65",53,2,184,1,84,1,100,0.008104,1.8000000000000654e-05,0,0
"1.1.9.9",48178,"1.2.190.65",53,2,184,1,84,1,100,0.059298,3.100000000000325e-05,0,0
